projectname,viewname,ordinal,varname,vartype,varlength,varformat,varlabel
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,7,StudySiteId,num,8,10.,Internal id for study site
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,8,Subject,char,50,$50.,Subject name or identifier
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,9,siteid,num,8,10.,Internal id for the site
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,10,Site,char,255,$255.,Site name
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,11,SiteNumber,char,50,$50.,SiteNumber
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,12,SiteGroup,char,40,$40.,SiteGroup
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,13,instanceId,num,8,10.,Internal id for the instance
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,14,InstanceName,char,255,$255.,Folder instance name
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,15,InstanceRepeatNumber,num,8,10.,InstanceRepeatNumber
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,16,folderid,num,8,10.,Internal id for the folder
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,17,Folder,char,50,$50.,Folder OID
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,18,FolderName,char,255,$255.,Folder name
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,19,FolderSeq,num,8,12.1,Folder sequence number
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,20,TargetDays,num,8,10.,Target days from study start
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,21,DataPageId,num,8,10.,Internal id for data page
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,22,DataPageName,char,255,$255.,eCRF page name
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,23,PageRepeatNumber,num,8,10.,Sequence number of eCRF page in folder
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,24,RecordDate,num,8,datetime22.3,Clinical date of record (ex: visit date)
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,25,RecordId,num,8,10.,Internal id for the record
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,26,recordposition,num,8,10.,Record number
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,27,RecordActive,num,8,1.,Is record active
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,28,SaveTs,num,8,datetime22.3,Timestamp of last save in clinical views
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,29,MinCreated,num,8,datetime22.3,Earliest data creation time
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,30,MaxUpdated,num,8,datetime22.3,Latest data update time
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,31,StudyEnvSiteNumber,char,20,$20.,StudyEnvSiteNumber
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,32,IT_DATE,num,8,datetime22.3,IT_Date
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,33,IT_DATE_RAW,char,11,$11.,IT_Date(Character)
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,34,IT_DATE_INT,num,8,datetime22.3,IT_DateInterpolated
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,35,IT_DATE_YYYY,num,8,4.,IT_DateYear
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,36,IT_DATE_MM,num,8,2.,IT_DateMonth
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,37,IT_DATE_DD,num,8,2.,IT_DateDay
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,38,IT_TIME,char,8,$8.,IT_Time
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,39,IT_SEVERE,num,8,3.,IT_SEVERE
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,40,IT_SEVERE_RAW,char,4,$4.,IT_SEVERE(Character)
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,41,IT_EXPECTED,char,3,$3.,IT_EXPECTED
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,42,IT_EXPECTED_STD,char,3,$3.,IT_EXPECTEDCoded Value
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,43,IT_ACT_WORK,num,8,1.,IT_ACT_WORK
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,44,IT_ACT_WORK_RAW,char,2,$2.,IT_ACT_WORK(Character)
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,45,IT_ACT_EXER,num,8,1.,IT_ACT_EXER
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,46,IT_ACT_EXER_RAW,char,2,$2.,IT_ACT_EXER(Character)
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,47,IT_ACT_WALK,num,8,1.,IT_ACT_WALK
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,48,IT_ACT_WALK_RAW,char,2,$2.,IT_ACT_WALK(Character)
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,49,IT_ACT_SIT,num,8,1.,IT_ACT_SIT
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,50,IT_ACT_SIT_RAW,char,2,$2.,IT_ACT_SIT(Character)
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,51,IT_ACT_CLIMB,num,8,1.,IT_ACT_CLIMB
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,52,IT_ACT_CLIMB_RAW,char,2,$2.,IT_ACT_CLIMB(Character)
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,53,IT_ACT_NONE,num,8,1.,IT_ACT_NONE
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,54,IT_ACT_NONE_RAW,char,2,$2.,IT_ACT_NONE(Character)
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,55,IT_MOOD,num,8,3.,IT_MOOD
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,56,IT_MOOD_RAW,char,4,$4.,IT_MOOD(Character)
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,57,IT_ENJOY,num,8,2.,IT_ENJOY
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,58,IT_ENJOY_RAW,char,3,$3.,IT_ENJOY(Character)
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,59,IT_BODY,num,8,9.,IT_BODY
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,60,IT_BODY_RAW,char,10,$10.,IT_BODY(Character)
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,61,IT_MEDS,num,8,1.,IT_MEDS
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,62,IT_MEDS_RAW,char,2,$2.,IT_MEDS(Character)
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,63,IT_START,char,8,$8.,IT_START
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,64,IT_REC_ID,num,8,8.,IT_REC_ID
Mediflex,V_MEDIFLEX_FORM_PAIN_SI,65,IT_REC_ID_RAW,char,9,$9.,IT_REC_ID(Character)
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,1,userid,num,8,10.,Internal id for the user
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,2,projectid,num,8,10.,projectid
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,3,project,char,255,$255.,project
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,4,studyid,num,8,10.,Internal id for the study
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,5,environmentName,char,20,$20.,Environment
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,6,subjectId,num,8,10.,Internal id for the subject
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,7,StudySiteId,num,8,10.,Internal id for study site
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,8,Subject,char,50,$50.,Subject name or identifier
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,9,siteid,num,8,10.,Internal id for the site
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,10,Site,char,255,$255.,Site name
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,11,SiteNumber,char,50,$50.,SiteNumber
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,12,SiteGroup,char,40,$40.,SiteGroup
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,13,instanceId,num,8,10.,Internal id for the instance
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,14,InstanceName,char,255,$255.,Folder instance name
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,15,InstanceRepeatNumber,num,8,10.,InstanceRepeatNumber
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,16,folderid,num,8,10.,Internal id for the folder
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,17,Folder,char,50,$50.,Folder OID
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,18,FolderName,char,255,$255.,Folder name
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,19,FolderSeq,num,8,12.1,Folder sequence number
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,20,TargetDays,num,8,10.,Target days from study start
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,21,DataPageId,num,8,10.,Internal id for data page
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,22,DataPageName,char,255,$255.,eCRF page name
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,23,PageRepeatNumber,num,8,10.,Sequence number of eCRF page in folder
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,24,RecordDate,num,8,datetime22.3,Clinical date of record (ex: visit date)
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,25,RecordId,num,8,10.,Internal id for the record
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,26,recordposition,num,8,10.,Record number
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,27,RecordActive,num,8,1.,Is record active
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,28,SaveTs,num,8,datetime22.3,Timestamp of last save in clinical views
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,29,MinCreated,num,8,datetime22.3,Earliest data creation time
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,30,MaxUpdated,num,8,datetime22.3,Latest data update time
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,31,StudyEnvSiteNumber,char,20,$20.,StudyEnvSiteNumber
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,32,IT_DATE,char,11,$11.,IT_Date
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,33,IT_TIME,char,8,$8.,IT_Time
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,34,IT_SEVERE,char,4,$4.,IT_SEVERE
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,35,IT_EXPECTED,char,3,$3.,IT_EXPECTED
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,36,IT_EXPECTED_STD,char,3,$3.,IT_EXPECTEDCoded Value
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,37,IT_ACT_WORK,char,2,$2.,IT_ACT_WORK
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,38,IT_ACT_EXER,char,2,$2.,IT_ACT_EXER
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,39,IT_ACT_WALK,char,2,$2.,IT_ACT_WALK
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,40,IT_ACT_SIT,char,2,$2.,IT_ACT_SIT
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,41,IT_ACT_CLIMB,char,2,$2.,IT_ACT_CLIMB
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,42,IT_ACT_NONE,char,2,$2.,IT_ACT_NONE
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,43,IT_MOOD,char,4,$4.,IT_MOOD
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,44,IT_ENJOY,char,3,$3.,IT_ENJOY
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,45,IT_BODY,char,10,$10.,IT_BODY
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,46,IT_MEDS,char,2,$2.,IT_MEDS
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,47,IT_START,char,8,$8.,IT_START
Mediflex,V_MEDIFLEX_FORM_PAIN_SI_RAW,48,IT_REC_ID,char,9,$9.,IT_REC_ID
Mediflex,V_MEDIFLEX_IMAGE,1,userid,num,8,10.,Internal id for the user
Mediflex,V_MEDIFLEX_IMAGE,2,projectid,num,8,10.,projectid
Mediflex,V_MEDIFLEX_IMAGE,3,project,char,255,$255.,project
Mediflex,V_MEDIFLEX_IMAGE,4,studyid,num,8,10.,Internal id for the study
Mediflex,V_MEDIFLEX_IMAGE,5,environmentName,char,20,$20.,Environment
Mediflex,V_MEDIFLEX_IMAGE,6,subjectId,num,8,10.,Internal id for the subject
Mediflex,V_MEDIFLEX_IMAGE,7,StudySiteId,num,8,10.,Internal id for study site
Mediflex,V_MEDIFLEX_IMAGE,8,Subject,char,50,$50.,Subject name or identifier
Mediflex,V_MEDIFLEX_IMAGE,9,siteid,num,8,10.,Internal id for the site
Mediflex,V_MEDIFLEX_IMAGE,10,Site,char,255,$255.,Site name
Mediflex,V_MEDIFLEX_IMAGE,11,SiteNumber,char,50,$50.,SiteNumber
Mediflex,V_MEDIFLEX_IMAGE,12,SiteGroup,char,40,$40.,SiteGroup
Mediflex,V_MEDIFLEX_IMAGE,13,instanceId,num,8,10.,Internal id for the instance
Mediflex,V_MEDIFLEX_IMAGE,14,InstanceName,char,255,$255.,Folder instance name
Mediflex,V_MEDIFLEX_IMAGE,15,InstanceRepeatNumber,num,8,10.,InstanceRepeatNumber
Mediflex,V_MEDIFLEX_IMAGE,16,folderid,num,8,10.,Internal id for the folder
Mediflex,V_MEDIFLEX_IMAGE,17,Folder,char,50,$50.,Folder OID
Mediflex,V_MEDIFLEX_IMAGE,18,FolderName,char,255,$255.,Folder name
Mediflex,V_MEDIFLEX_IMAGE,19,FolderSeq,num,8,12.1,Folder sequence number
Mediflex,V_MEDIFLEX_IMAGE,20,TargetDays,num,8,10.,Target days from study start
Mediflex,V_MEDIFLEX_IMAGE,21,DataPageId,num,8,10.,Internal id for data page
Mediflex,V_MEDIFLEX_IMAGE,22,DataPageName,char,255,$255.,eCRF page name
Mediflex,V_MEDIFLEX_IMAGE,23,PageRepeatNumber,num,8,10.,Sequence number of eCRF page in folder
Mediflex,V_MEDIFLEX_IMAGE,24,RecordDate,num,8,datetime22.3,Clinical date of record (ex: visit date)
Mediflex,V_MEDIFLEX_IMAGE,25,RecordId,num,8,10.,Internal id for the record
Mediflex,V_MEDIFLEX_IMAGE,26,recordposition,num,8,10.,Record number
Mediflex,V_MEDIFLEX_IMAGE,27,RecordActive,num,8,1.,Is record active
Mediflex,V_MEDIFLEX_IMAGE,28,SaveTs,num,8,datetime22.3,Timestamp of last save in clinical views
Mediflex,V_MEDIFLEX_IMAGE,29,MinCreated,num,8,datetime22.3,Earliest data creation time
Mediflex,V_MEDIFLEX_IMAGE,30,MaxUpdated,num,8,datetime22.3,Latest data update time
Mediflex,V_MEDIFLEX_IMAGE,31,StudyEnvSiteNumber,char,20,$20.,StudyEnvSiteNumber
Mediflex,V_MEDIFLEX_IMAGE,32,DATE_IMG,num,8,datetime22.3,DATE_IMG
Mediflex,V_MEDIFLEX_IMAGE,33,DATE_IMG_RAW,char,11,$11.,DATE_IMG(Character)
Mediflex,V_MEDIFLEX_IMAGE,34,DATE_IMG_INT,num,8,datetime22.3,DATE_IMGInterpolated
Mediflex,V_MEDIFLEX_IMAGE,35,DATE_IMG_YYYY,num,8,4.,DATE_IMGYear
Mediflex,V_MEDIFLEX_IMAGE,36,DATE_IMG_MM,num,8,2.,DATE_IMGMonth
Mediflex,V_MEDIFLEX_IMAGE,37,DATE_IMG_DD,num,8,2.,DATE_IMGDay
Mediflex,V_MEDIFLEX_IMAGE,38,DESCRIPTION,char,250,$250.,DESCRIPTION
Mediflex,V_MEDIFLEX_IMAGE,39,IMAGE,char,200,$200.,IMAGE
Mediflex,V_MEDIFLEX_IMAGE_RAW,1,userid,num,8,10.,Internal id for the user
Mediflex,V_MEDIFLEX_IMAGE_RAW,2,projectid,num,8,10.,projectid
Mediflex,V_MEDIFLEX_IMAGE_RAW,3,project,char,255,$255.,project
Mediflex,V_MEDIFLEX_IMAGE_RAW,4,studyid,num,8,10.,Internal id for the study
Mediflex,V_MEDIFLEX_IMAGE_RAW,5,environmentName,char,20,$20.,Environment
Mediflex,V_MEDIFLEX_IMAGE_RAW,6,subjectId,num,8,10.,Internal id for the subject
Mediflex,V_MEDIFLEX_IMAGE_RAW,7,StudySiteId,num,8,10.,Internal id for study site
Mediflex,V_MEDIFLEX_IMAGE_RAW,8,Subject,char,50,$50.,Subject name or identifier
Mediflex,V_MEDIFLEX_IMAGE_RAW,9,siteid,num,8,10.,Internal id for the site
Mediflex,V_MEDIFLEX_IMAGE_RAW,10,Site,char,255,$255.,Site name
Mediflex,V_MEDIFLEX_IMAGE_RAW,11,SiteNumber,char,50,$50.,SiteNumber
Mediflex,V_MEDIFLEX_IMAGE_RAW,12,SiteGroup,char,40,$40.,SiteGroup
Mediflex,V_MEDIFLEX_IMAGE_RAW,13,instanceId,num,8,10.,Internal id for the instance
Mediflex,V_MEDIFLEX_IMAGE_RAW,14,InstanceName,char,255,$255.,Folder instance name
Mediflex,V_MEDIFLEX_IMAGE_RAW,15,InstanceRepeatNumber,num,8,10.,InstanceRepeatNumber
Mediflex,V_MEDIFLEX_IMAGE_RAW,16,folderid,num,8,10.,Internal id for the folder
Mediflex,V_MEDIFLEX_IMAGE_RAW,17,Folder,char,50,$50.,Folder OID
Mediflex,V_MEDIFLEX_IMAGE_RAW,18,FolderName,char,255,$255.,Folder name
Mediflex,V_MEDIFLEX_IMAGE_RAW,19,FolderSeq,num,8,12.1,Folder sequence number
Mediflex,V_MEDIFLEX_IMAGE_RAW,20,TargetDays,num,8,10.,Target days from study start
Mediflex,V_MEDIFLEX_IMAGE_RAW,21,DataPageId,num,8,10.,Internal id for data page
Mediflex,V_MEDIFLEX_IMAGE_RAW,22,DataPageName,char,255,$255.,eCRF page name
Mediflex,V_MEDIFLEX_IMAGE_RAW,23,PageRepeatNumber,num,8,10.,Sequence number of eCRF page in folder
Mediflex,V_MEDIFLEX_IMAGE_RAW,24,RecordDate,num,8,datetime22.3,Clinical date of record (ex: visit date)
Mediflex,V_MEDIFLEX_IMAGE_RAW,25,RecordId,num,8,10.,Internal id for the record
Mediflex,V_MEDIFLEX_IMAGE_RAW,26,recordposition,num,8,10.,Record number
Mediflex,V_MEDIFLEX_IMAGE_RAW,27,RecordActive,num,8,1.,Is record active
Mediflex,V_MEDIFLEX_IMAGE_RAW,28,SaveTs,num,8,datetime22.3,Timestamp of last save in clinical views
Mediflex,V_MEDIFLEX_IMAGE_RAW,29,MinCreated,num,8,datetime22.3,Earliest data creation time
Mediflex,V_MEDIFLEX_IMAGE_RAW,30,MaxUpdated,num,8,datetime22.3,Latest data update time
Mediflex,V_MEDIFLEX_IMAGE_RAW,31,StudyEnvSiteNumber,char,20,$20.,StudyEnvSiteNumber
Mediflex,V_MEDIFLEX_IMAGE_RAW,32,DATE_IMG,char,11,$11.,DATE_IMG
Mediflex,V_MEDIFLEX_IMAGE_RAW,33,DESCRIPTION,char,250,$250.,DESCRIPTION
Mediflex,V_MEDIFLEX_IMAGE_RAW,34,IMAGE,char,200,$200.,IMAGE
Mediflex,V_MEDIFLEX_INEX,1,userid,num,8,10.,Internal id for the user
Mediflex,V_MEDIFLEX_INEX,2,projectid,num,8,10.,projectid
Mediflex,V_MEDIFLEX_INEX,3,project,char,255,$255.,project
Mediflex,V_MEDIFLEX_INEX,4,studyid,num,8,10.,Internal id for the study
Mediflex,V_MEDIFLEX_INEX,5,environmentName,char,20,$20.,Environment
Mediflex,V_MEDIFLEX_INEX,6,subjectId,num,8,10.,Internal id for the subject
Mediflex,V_MEDIFLEX_INEX,7,StudySiteId,num,8,10.,Internal id for study site
Mediflex,V_MEDIFLEX_INEX,8,Subject,char,50,$50.,Subject name or identifier
Mediflex,V_MEDIFLEX_INEX,9,siteid,num,8,10.,Internal id for the site
Mediflex,V_MEDIFLEX_INEX,10,Site,char,255,$255.,Site name
Mediflex,V_MEDIFLEX_INEX,11,SiteNumber,char,50,$50.,SiteNumber
Mediflex,V_MEDIFLEX_INEX,12,SiteGroup,char,40,$40.,SiteGroup
Mediflex,V_MEDIFLEX_INEX,13,instanceId,num,8,10.,Internal id for the instance
Mediflex,V_MEDIFLEX_INEX,14,InstanceName,char,255,$255.,Folder instance name
Mediflex,V_MEDIFLEX_INEX,15,InstanceRepeatNumber,num,8,10.,InstanceRepeatNumber
Mediflex,V_MEDIFLEX_INEX,16,folderid,num,8,10.,Internal id for the folder
Mediflex,V_MEDIFLEX_INEX,17,Folder,char,50,$50.,Folder OID
Mediflex,V_MEDIFLEX_INEX,18,FolderName,char,255,$255.,Folder name
Mediflex,V_MEDIFLEX_INEX,19,FolderSeq,num,8,12.1,Folder sequence number
Mediflex,V_MEDIFLEX_INEX,20,TargetDays,num,8,10.,Target days from study start
Mediflex,V_MEDIFLEX_INEX,21,DataPageId,num,8,10.,Internal id for data page
Mediflex,V_MEDIFLEX_INEX,22,DataPageName,char,255,$255.,eCRF page name
Mediflex,V_MEDIFLEX_INEX,23,PageRepeatNumber,num,8,10.,Sequence number of eCRF page in folder
Mediflex,V_MEDIFLEX_INEX,24,RecordDate,num,8,datetime22.3,Clinical date of record (ex: visit date)
Mediflex,V_MEDIFLEX_INEX,25,RecordId,num,8,10.,Internal id for the record
Mediflex,V_MEDIFLEX_INEX,26,recordposition,num,8,10.,Record number
Mediflex,V_MEDIFLEX_INEX,27,RecordActive,num,8,1.,Is record active
Mediflex,V_MEDIFLEX_INEX,28,SaveTs,num,8,datetime22.3,Timestamp of last save in clinical views
Mediflex,V_MEDIFLEX_INEX,29,MinCreated,num,8,datetime22.3,Earliest data creation time
Mediflex,V_MEDIFLEX_INEX,30,MaxUpdated,num,8,datetime22.3,Latest data update time
Mediflex,V_MEDIFLEX_INEX,31,StudyEnvSiteNumber,char,20,$20.,StudyEnvSiteNumber
Mediflex,V_MEDIFLEX_INEX,32,INFCONSENTDT,num,8,datetime22.3,INFCONSENTDT
Mediflex,V_MEDIFLEX_INEX,33,INFCONSENTDT_RAW,char,11,$11.,INFCONSENTDT(Character)
Mediflex,V_MEDIFLEX_INEX,34,INFCONSENTDT_INT,num,8,datetime22.3,INFCONSENTDTInterpolated
Mediflex,V_MEDIFLEX_INEX,35,INFCONSENTDT_YYYY,num,8,4.,INFCONSENTDTYear
Mediflex,V_MEDIFLEX_INEX,36,INFCONSENTDT_MM,num,8,2.,INFCONSENTDTMonth
Mediflex,V_MEDIFLEX_INEX,37,INFCONSENTDT_DD,num,8,2.,INFCONSENTDTDay
Mediflex,V_MEDIFLEX_INEX,38,IN01,num,8,1.,IN01
Mediflex,V_MEDIFLEX_INEX,39,IN01_RAW,char,2,$2.,IN01(Character)
Mediflex,V_MEDIFLEX_INEX,40,APPRV_IN01,char,3,$3.,APPRV_IN01
Mediflex,V_MEDIFLEX_INEX,41,APPRV_IN01_STD,char,1,$1.,APPRV_IN01Coded Value
Mediflex,V_MEDIFLEX_INEX,42,APPDATE_IN01,num,8,datetime22.3,APPDATE_IN01
Mediflex,V_MEDIFLEX_INEX,43,APPDATE_IN01_RAW,char,11,$11.,APPDATE_IN01(Character)
Mediflex,V_MEDIFLEX_INEX,44,APPDATE_IN01_INT,num,8,datetime22.3,APPDATE_IN01Interpolated
Mediflex,V_MEDIFLEX_INEX,45,APPDATE_IN01_YYYY,num,8,4.,APPDATE_IN01Year
Mediflex,V_MEDIFLEX_INEX,46,APPDATE_IN01_MM,num,8,2.,APPDATE_IN01Month
Mediflex,V_MEDIFLEX_INEX,47,APPDATE_IN01_DD,num,8,2.,APPDATE_IN01Day
Mediflex,V_MEDIFLEX_INEX,48,IN02,num,8,1.,IN02
Mediflex,V_MEDIFLEX_INEX,49,IN02_RAW,char,2,$2.,IN02(Character)
Mediflex,V_MEDIFLEX_INEX,50,APPRV_IN02,char,3,$3.,APPRV_IN02
Mediflex,V_MEDIFLEX_INEX,51,APPRV_IN02_STD,char,1,$1.,APPRV_IN02Coded Value
Mediflex,V_MEDIFLEX_INEX,52,APPDATE_IN02,num,8,datetime22.3,APPDATE_IN02
Mediflex,V_MEDIFLEX_INEX,53,APPDATE_IN02_RAW,char,11,$11.,APPDATE_IN02(Character)
Mediflex,V_MEDIFLEX_INEX,54,APPDATE_IN02_INT,num,8,datetime22.3,APPDATE_IN02Interpolated
Mediflex,V_MEDIFLEX_INEX,55,APPDATE_IN02_YYYY,num,8,4.,APPDATE_IN02Year
Mediflex,V_MEDIFLEX_INEX,56,APPDATE_IN02_MM,num,8,2.,APPDATE_IN02Month
Mediflex,V_MEDIFLEX_INEX,57,APPDATE_IN02_DD,num,8,2.,APPDATE_IN02Day
Mediflex,V_MEDIFLEX_INEX,58,IN03,num,8,1.,IN03
Mediflex,V_MEDIFLEX_INEX,59,IN03_RAW,char,2,$2.,IN03(Character)
Mediflex,V_MEDIFLEX_INEX,60,APPRV_IN03,char,3,$3.,APPRV_IN03
Mediflex,V_MEDIFLEX_INEX,61,APPRV_IN03_STD,char,1,$1.,APPRV_IN03Coded Value
Mediflex,V_MEDIFLEX_INEX,62,APPDATE_IN03,num,8,datetime22.3,APPDATE_IN03
Mediflex,V_MEDIFLEX_INEX,63,APPDATE_IN03_RAW,char,11,$11.,APPDATE_IN03(Character)
Mediflex,V_MEDIFLEX_INEX,64,APPDATE_IN03_INT,num,8,datetime22.3,APPDATE_IN03Interpolated
Mediflex,V_MEDIFLEX_INEX,65,APPDATE_IN03_YYYY,num,8,4.,APPDATE_IN03Year
Mediflex,V_MEDIFLEX_INEX,66,APPDATE_IN03_MM,num,8,2.,APPDATE_IN03Month
Mediflex,V_MEDIFLEX_INEX,67,APPDATE_IN03_DD,num,8,2.,APPDATE_IN03Day
Mediflex,V_MEDIFLEX_INEX,68,EX01,num,8,1.,EX01
Mediflex,V_MEDIFLEX_INEX,69,EX01_RAW,char,2,$2.,EX01(Character)
Mediflex,V_MEDIFLEX_INEX,70,APPRV_EX01,char,3,$3.,APPRV_EX01
Mediflex,V_MEDIFLEX_INEX,71,APPRV_EX01_STD,char,1,$1.,APPRV_EX01Coded Value
Mediflex,V_MEDIFLEX_INEX,72,APPDATE_EX01,num,8,datetime22.3,APPDATE_EX01
Mediflex,V_MEDIFLEX_INEX,73,APPDATE_EX01_RAW,char,11,$11.,APPDATE_EX01(Character)
Mediflex,V_MEDIFLEX_INEX,74,APPDATE_EX01_INT,num,8,datetime22.3,APPDATE_EX01Interpolated
Mediflex,V_MEDIFLEX_INEX,75,APPDATE_EX01_YYYY,num,8,4.,APPDATE_EX01Year
Mediflex,V_MEDIFLEX_INEX,76,APPDATE_EX01_MM,num,8,2.,APPDATE_EX01Month
Mediflex,V_MEDIFLEX_INEX,77,APPDATE_EX01_DD,num,8,2.,APPDATE_EX01Day
Mediflex,V_MEDIFLEX_INEX,78,EX02,num,8,1.,EX02
Mediflex,V_MEDIFLEX_INEX,79,EX02_RAW,char,2,$2.,EX02(Character)
Mediflex,V_MEDIFLEX_INEX,80,APPRV_EX02,char,3,$3.,APPRV_EX02
Mediflex,V_MEDIFLEX_INEX,81,APPRV_EX02_STD,char,1,$1.,APPRV_EX02Coded Value
Mediflex,V_MEDIFLEX_INEX,82,APPDATE_EX02,num,8,datetime22.3,APPDATE_EX02
